icd_code,count,long_title
031J0JY,11,"Bypass Left Common Carotid Artery to Upper Artery with Synthetic Substitute, Open Approach"
0SR904A,194,"Replacement of Right Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Uncemented, Open Approach"
0B21XFZ,552,"Change Tracheostomy Device in Trachea, External Approach"
0851,37,Canthotomy
0TT14ZZ,126,"Resection of Left Kidney, Percutaneous Endoscopic Approach"
0TT74ZZ,33,"Resection of Left Ureter, Percutaneous Endoscopic Approach"
08QPXZZ,27,"Repair Left Upper Eyelid, External Approach"
041L0JL,49,"Bypass Left Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach"
04RJ0JZ,1,"Replacement of Left External Iliac Artery with Synthetic Substitute, Open Approach"
047J34Z,14,"Dilation of Left External Iliac Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
047D3DZ,82,"Dilation of Left Common Iliac Artery with Intraluminal Device, Percutaneous Approach"
8863,22,Phlebography of other intrathoracic veins using contrast material
3777,114,Removal of lead(s) [electrode] without replacement
3779,130,Revision or relocation of cardiac device pocket
8722,36,Other x-ray of cervical spine
0QH734Z,40,"Insertion of Internal Fixation Device into Left Upper Femur, Percutaneous Approach"
0SP904Z,16,"Removal of Internal Fixation Device from Right Hip Joint, Open Approach"
0SH904Z,1,"Insertion of Internal Fixation Device into Right Hip Joint, Open Approach"
0DB70ZZ,19,"Excision of Stomach, Pylorus, Open Approach"
0F1D0ZB,7,"Bypass Pancreatic Duct to Small Intestine, Open Approach"
0F190ZB,31,"Bypass Common Bile Duct to Small Intestine, Open Approach"
0F1G0ZB,16,"Bypass Pancreas to Small Intestine, Open Approach"
0NR80JZ,3,"Replacement of Left Occipital Bone with Synthetic Substitute, Open Approach"
0NR70JZ,8,"Replacement of Occipital Bone with Synthetic Substitute, Open Approach"
00UT0JZ,71,"Supplement Spinal Meninges with Synthetic Substitute, Open Approach"
0QB00ZZ,97,"Excision of Lumbar Vertebra, Open Approach"
0QB00ZX,44,"Excision of Lumbar Vertebra, Open Approach, Diagnostic"
0KXG0Z2,7,"Transfer Left Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KXF0Z2,7,"Transfer Right Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach"
0UBC7ZZ,3,"Excision of Cervix, Via Natural or Artificial Opening"
0UDB7ZZ,20,"Extraction of Endometrium, Via Natural or Artificial Opening"
02RG0JZ,107,"Replacement of Mitral Valve with Synthetic Substitute, Open Approach"
0FJB8ZZ,247,"Inspection of Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic"
047M3ZZ,92,"Dilation of Right Popliteal Artery, Percutaneous Approach"
0Y6X0Z1,16,"Detachment at Right 5th Toe, High, Open Approach"
0042,372,Procedure on three vessels
5498,407,Peritoneal dialysis
3803,99,"Incision of vessel, upper limb vessels"
7756,53,Repair of hammer toe
0DB48ZX,222,"Excision of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic, Diagnostic"
047M34Z,20,"Dilation of Right Popliteal Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
B244ZZZ,66,Ultrasonography of Right Heart
3E0C3TZ,2,"Introduction of Destructive Agent into Eye, Percutaneous Approach"
3E0CXGC,2,"Introduction of Other Therapeutic Substance into Eye, External Approach"
5493,60,Creation of cutaneoperitoneal fistula
3808,214,"Incision of vessel, lower limb arteries"
0LBH0ZZ,1,"Excision of Perineum Tendon, Open Approach"
0HRKXK3,8,"Replacement of Right Lower Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach"
08R10JZ,1,"Replacement of Left Eye with Synthetic Substitute, Open Approach"
0QPB04Z,33,"Removal of Internal Fixation Device from Right Lower Femur, Open Approach"
0QBB0ZZ,29,"Excision of Right Lower Femur, Open Approach"
3943,52,Removal of arteriovenous shunt for renal dialysis
0DT24ZZ,10,"Resection of Middle Esophagus, Percutaneous Endoscopic Approach"
0DT34ZZ,12,"Resection of Lower Esophagus, Percutaneous Endoscopic Approach"
0DX64Z5,26,"Transfer Stomach to Esophagus, Percutaneous Endoscopic Approach"
0DB64ZZ,125,"Excision of Stomach, Percutaneous Endoscopic Approach"
0HPU0NZ,57,"Removal of Tissue Expander from Left Breast, Open Approach"
B31L1ZZ,2,Fluoroscopy of Intercostal and Bronchial Arteries using Low Osmolar Contrast
B3121ZZ,53,Fluoroscopy of Left Subclavian Artery using Low Osmolar Contrast
3E0F8GC,60,"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Opening Endoscopic"
0CCM8ZZ,22,"Extirpation of Matter from Pharynx, Via Natural or Artificial Opening Endoscopic"
0B988ZZ,31,"Drainage of Left Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
4641,74,Revision of stoma of small intestine
0T9030Z,296,"Drainage of Right Kidney with Drainage Device, Percutaneous Approach"
8878,146,Diagnostic ultrasound of gravid uterus
7535,276,Other diagnostic procedures on fetus and amnion
9703,176,Replacement of tube or enterostomy device of small intestine
0UT94ZL,13,"Resection of Uterus, Supracervical, Percutaneous Endoscopic Approach"
0UUG4JZ,22,"Supplement Vagina with Synthetic Substitute, Percutaneous Endoscopic Approach"
7053,31,Repair of cystocele and rectocele with graft or prosthesis
0QU80JZ,2,"Supplement Right Femoral Shaft with Synthetic Substitute, Open Approach"
2632,37,Complete sialoadenectomy
9702,326,Replacement of gastrostomy tube
0DB84ZZ,36,"Excision of Small Intestine, Percutaneous Endoscopic Approach"
0WQF4ZZ,101,"Repair Abdominal Wall, Percutaneous Endoscopic Approach"
0WUF4JZ,79,"Supplement Abdominal Wall with Synthetic Substitute, Percutaneous Endoscopic Approach"
0DBW4ZZ,27,"Excision of Peritoneum, Percutaneous Endoscopic Approach"
3230,62,Thoracoscopic segmental resection of lung
0RG20A0,301,"Fusion of 2 or more Cervical Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
02WY33Z,31,"Revision of Infusion Device in Great Vessel, Percutaneous Approach"
4024,50,Excision of inguinal lymph node
02110Z8,97,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary, Open Approach"
0FB04ZZ,14,"Excision of Liver, Percutaneous Endoscopic Approach"
0F9040Z,5,"Drainage of Liver with Drainage Device, Percutaneous Endoscopic Approach"
9701,31,Replacement of (naso-)gastric or esophagostomy tube
0HB5XZX,62,"Excision of Chest Skin, External Approach, Diagnostic"
B2181ZZ,186,Fluoroscopy of Left Internal Mammary Bypass Graft using Low Osmolar Contrast
06PY0YZ,4,"Removal of Other Device from Lower Vein, Open Approach"
06JY3ZZ,13,"Inspection of Lower Vein, Percutaneous Approach"
XW03331,5,"Introduction of Idarucizumab, Dabigatran Reversal Agent into Peripheral Vein, Percutaneous Approach, New Technology Group 1"
8897,92,Magnetic resonance imaging of other and unspecified sites
4132,7,Closed [aspiration] [percutaneous] biopsy of spleen
8627,122,"Debridement of nail, nail bed, or nail fold"
B3191ZZ,24,Fluoroscopy of Right External Carotid Artery using Low Osmolar Contrast
B31H1ZZ,40,Fluoroscopy of Right Upper Extremity Arteries using Low Osmolar Contrast
4466,25,Other procedures for creation of esophagogastric sphincteric competence
9739,8,Removal of other therapeutic device from head and neck
8137,133,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique"
0RPA04Z,13,"Removal of Internal Fixation Device from Thoracolumbar Vertebral Joint, Open Approach"
0SP004Z,96,"Removal of Internal Fixation Device from Lumbar Vertebral Joint, Open Approach"
0SP304Z,37,"Removal of Internal Fixation Device from Lumbosacral Joint, Open Approach"
0T7B8DZ,6,"Dilation of Bladder with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T738DZ,7,"Dilation of Right Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T748DZ,7,"Dilation of Left Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0HBEXZX,51,"Excision of Left Lower Arm Skin, External Approach, Diagnostic"
0BJ18ZZ,99,"Inspection of Trachea, Via Natural or Artificial Opening Endoscopic"
0W9940Z,89,"Drainage of Right Pleural Cavity with Drainage Device, Percutaneous Endoscopic Approach"
05JY3ZZ,54,"Inspection of Upper Vein, Percutaneous Approach"
00BW0ZZ,17,"Excision of Cervical Spinal Cord, Open Approach"
00UT07Z,21,"Supplement Spinal Meninges with Autologous Tissue Substitute, Open Approach"
01B10ZZ,5,"Excision of Cervical Nerve, Open Approach"
01B80ZZ,4,"Excision of Thoracic Nerve, Open Approach"
4252,58,Intrathoracic esophagogastrostomy
0JQ80ZZ,131,"Repair Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0QBM0ZZ,189,"Excision of Left Tarsal, Open Approach"
0QBL0ZZ,138,"Excision of Right Tarsal, Open Approach"
4106,26,Cord blood stem cell transplant
9979,98,Other therapeutic apheresis
9789,33,Removal of other therapeutic device
0UT00ZZ,53,"Resection of Right Ovary, Open Approach"
0UN10ZZ,8,"Release Left Ovary, Open Approach"
0QSHXZZ,69,"Reposition Left Tibia, External Approach"
0QSH3BZ,11,"Reposition Left Tibia with Monoplanar External Fixation Device, Percutaneous Approach"
0QPG35Z,8,"Removal of External Fixation Device from Right Tibia, Percutaneous Approach"
0L970ZZ,23,"Drainage of Right Hand Tendon, Open Approach"
0SG30AJ,73,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
00CU0ZZ,29,"Extirpation of Matter from Spinal Canal, Open Approach"
5593,266,Replacement of nephrostomy tube
BT141ZZ,12,"Fluoroscopy of Kidneys, Ureters and Bladder using Low Osmolar Contrast"
03VN3DZ,15,"Restriction of Left External Carotid Artery with Intraluminal Device, Percutaneous Approach"
B31BYZZ,31,Fluoroscopy of Left External Carotid Artery using Other Contrast
B317YZZ,86,Fluoroscopy of Left Internal Carotid Artery using Other Contrast
4192,5,Injection into bone marrow
5424,153,Closed [percutaneous] [needle] biopsy of intra-abdominal mass
5532,3,Open ablation of renal lesion or tissue
0PP304Z,37,"Removal of Internal Fixation Device from Cervical Vertebra, Open Approach"
0KXG0Z7,5,"Transfer Left Trunk Muscle, Deep Inferior Epigastric Artery Perforator Flap, Open Approach"
0KXF0Z7,7,"Transfer Right Trunk Muscle, Deep Inferior Epigastric Artery Perforator Flap, Open Approach"
0PB10ZZ,39,"Excision of 1 to 2 Ribs, Open Approach"
03VK3DZ,106,"Restriction of Right Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
9657,23,Irrigation of vascular catheter
7771,36,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]"
4621,130,Temporary ileostomy
8709,12,"Other soft tissue x-ray of face, head, and neck"
0BDN4ZZ,26,"Extraction of Right Pleura, Percutaneous Endoscopic Approach"
0H97XZZ,40,"Drainage of Abdomen Skin, External Approach"
0LMP0ZZ,1,"Reattachment of Left Lower Leg Tendon, Open Approach"
0SR90JZ,77,"Replacement of Right Hip Joint with Synthetic Substitute, Open Approach"
0UBMXZZ,18,"Excision of Vulva, External Approach"
07BJ0ZZ,10,"Excision of Left Inguinal Lymphatic, Open Approach"
0UBM0ZZ,17,"Excision of Vulva, Open Approach"
0UBMXZX,18,"Excision of Vulva, External Approach, Diagnostic"
0ULG7ZZ,5,"Occlusion of Vagina, Via Natural or Artificial Opening"
0UJH8ZZ,12,"Inspection of Vagina and Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
0WQNXZZ,96,"Repair Female Perineum, External Approach"
0D1E0Z4,18,"Bypass Large Intestine to Cutaneous, Open Approach"
0DBQ0ZZ,14,"Excision of Anus, Open Approach"
0WQN0ZZ,5,"Repair Female Perineum, Open Approach"
0UBJXZZ,1,"Excision of Clitoris, External Approach"
0HX9XZZ,15,"Transfer Perineum Skin, External Approach"
0UUGX7Z,1,"Supplement Vagina with Autologous Tissue Substitute, External Approach"
437,115,Partial gastrectomy with anastomosis to jejunum
9756,74,Removal of pancreatic tube or drain
0SPB09Z,49,"Removal of Liner from Left Hip Joint, Open Approach"
0SUS09Z,12,"Supplement Left Hip Joint, Femoral Surface with Liner, Open Approach"
0QU90KZ,2,"Supplement Left Femoral Shaft with Nonautologous Tissue Substitute, Open Approach"
0SRS01A,16,"Replacement of Left Hip Joint, Femoral Surface with Metal Synthetic Substitute, Uncemented, Open Approach"
0QB90ZZ,8,"Excision of Left Femoral Shaft, Open Approach"
073,5,Bilateral adrenalectomy
8180,91,Other total shoulder replacement
0UDB8ZZ,11,"Extraction of Endometrium, Via Natural or Artificial Opening Endoscopic"
0UB98ZZ,15,"Excision of Uterus, Via Natural or Artificial Opening Endoscopic"
04LF3DU,69,"Occlusion of Left Uterine Artery with Intraluminal Device, Percutaneous Approach"
5025,11,Laparoscopic ablation of liver lesion or tissue
0QS736Z,77,"Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Approach"
047534Z,7,"Dilation of Superior Mesenteric Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
DW041ZZ,27,Beam Radiation of Hemibody using Photons 1 - 10 MeV
0PB43ZX,104,"Excision of Thoracic Vertebra, Percutaneous Approach, Diagnostic"
0S9D3ZZ,61,"Drainage of Left Knee Joint, Percutaneous Approach"
0HUV37Z,5,"Supplement Bilateral Breast with Autologous Tissue Substitute, Percutaneous Approach"
0HPT0JZ,53,"Removal of Synthetic Substitute from Right Breast, Open Approach"
0HPU0JZ,50,"Removal of Synthetic Substitute from Left Breast, Open Approach"
0H9T3ZX,14,"Drainage of Right Breast, Percutaneous Approach, Diagnostic"
0525,5,Periarterial sympathectomy
0TT20ZZ,7,"Resection of Bilateral Kidneys, Open Approach"
0TB70ZZ,17,"Excision of Left Ureter, Open Approach"
0TB60ZZ,24,"Excision of Right Ureter, Open Approach"
03QC0ZZ,14,"Repair Left Radial Artery, Open Approach"
03QB0ZZ,15,"Repair Right Radial Artery, Open Approach"
05QY0ZZ,7,"Repair Upper Vein, Open Approach"
0LQ50ZZ,9,"Repair Right Lower Arm and Wrist Tendon, Open Approach"
0KQB0ZZ,5,"Repair Left Lower Arm and Wrist Muscle, Open Approach"
0R943ZX,1,"Drainage of Cervicothoracic Vertebral Joint, Percutaneous Approach, Diagnostic"
0PB33ZX,18,"Excision of Cervical Vertebra, Percutaneous Approach, Diagnostic"
DD011ZZ,30,Beam Radiation of Stomach using Photons 1 - 10 MeV
4439,230,Other gastroenterostomy without gastrectomy
7676,180,Open reduction of mandibular fracture
184,54,Suture of laceration of external ear
7675,115,Closed reduction of mandibular fracture
9355,57,Dental wiring
8E0ZXY6,99,Isolation
XW04351,36,"Introduction of Blinatumomab Antineoplastic Immunotherapy into Central Vein, Percutaneous Approach, New Technology Group 1"
30233Y1,3,"Transfusion of Nonautologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
0HBJXZX,74,"Excision of Left Upper Leg Skin, External Approach, Diagnostic"
6A551Z1,19,"Pheresis of Leukocytes, Multiple"
7818,61,"Application of external fixator device, tarsals and metatarsals"
8827,233,"Skeletal x-ray of thigh, knee, and lower leg"
4342,68,Local excision of other lesion or tissue of stomach
3729,8,Other diagnostic procedures on heart and pericardium
8945,416,Artificial pacemaker rate check
02RF3JZ,17,"Replacement of Aortic Valve with Synthetic Substitute, Percutaneous Approach"
4530,78,Endoscopic excision or destruction of lesion of duodenum
3974,89,Endovascular removal of obstruction from head and neck vessel(s)
3776,99,Replacement of transvenous atrial and/or ventricular lead(s) [electrode]
3787,116,Replacement of any type pacemaker device with dual-chamber device
0FB00ZX,69,"Excision of Liver, Open Approach, Diagnostic"
0DBV0ZX,11,"Excision of Mesentery, Open Approach, Diagnostic"
2211,18,Closed [endoscopic] [needle] biopsy of nasal sinus
0DBL0ZZ,168,"Excision of Transverse Colon, Open Approach"
03HY33Z,3,"Insertion of Infusion Device into Upper Artery, Percutaneous Approach"
B2121ZZ,85,Fluoroscopy of Single Coronary Artery Bypass Graft using Low Osmolar Contrast
0T9430Z,122,"Drainage of Left Kidney Pelvis with Drainage Device, Percutaneous Approach"
0LMV0ZZ,1,"Reattachment of Right Foot Tendon, Open Approach"
B44HZZZ,2,Ultrasonography of Bilateral Lower Extremity Arteries
B54PZZZ,1,Ultrasonography of Bilateral Upper Extremity Veins
0B110F4,362,"Bypass Trachea to Cutaneous with Tracheostomy Device, Open Approach"
03UK0KZ,112,"Supplement Right Internal Carotid Artery with Nonautologous Tissue Substitute, Open Approach"
0W3Q4ZZ,3,"Control Bleeding in Respiratory Tract, Percutaneous Endoscopic Approach"
0Y6J0Z1,48,"Detachment at Left Lower Leg, High, Open Approach"
047N3ZZ,102,"Dilation of Left Popliteal Artery, Percutaneous Approach"
0H9NXZX,6,"Drainage of Left Foot Skin, External Approach, Diagnostic"
2630,28,"Sialoadenectomy, not otherwise specified"
0HB6XZZ,50,"Excision of Back Skin, External Approach"
4461,38,Suture of laceration of stomach
0JHT33Z,4,"Insertion of Infusion Device into Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
3E013BZ,2,"Introduction of Anesthetic Agent into Subcutaneous Tissue, Percutaneous Approach"
0DH60UZ,101,"Insertion of Feeding Device into Stomach, Open Approach"
0FC58ZZ,51,"Extirpation of Matter from Right Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
0F793ZZ,94,"Dilation of Common Bile Duct, Percutaneous Approach"
0DHA7UZ,82,"Insertion of Feeding Device into Jejunum, Via Natural or Artificial Opening"
